"GENE"	"EVENT"	"label"	"Category_Num"	"COORD"	"LENGTH"	"FullCO"	"COMPLEX"	"Sample"	"PSI"	"Quality_Score_Value"	"Quality_Score_Type"	"Group"	"Category"	"Colour"	"Species"	"Event_Num"	"ORF"	"PRC2_Component"	"Length_bp"	"COORD_hg38"	"PMID"	"short_vst_id"	"Num_Samples"	"Category_Short"	"median_PSI"
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Skin_c"	92.27	"SOK"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Skin_d"	96.53	"SOK"	"S1"	"Skin"	"Other"	"honeydew2"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Small_intestine"	90.05	"SOK"	"S1"	"Small_intestine"	"Other"	"navajowhite"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Spleen_a"	82.78	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Spleen_b"	94.81	"SOK"	"S1"	"Spleen"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Stomach_a"	100	"SOK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Stomach_b"	89.02	"SOK"	"S1"	"Stomach"	"Other"	"navajowhite"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Neuronal
(22)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Sup_Temporal_Gyrus"	98.21	"SOK"	"S1"	"Sup_Temporal_Gyrus"	"Neuronal"	"deepskyblue4"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	22	"Neuro."	87.03
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Testis_a"	98.88	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Testis_b"	92.07	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Testis_c"	94.83	"SOK"	"S1"	"Testis"	"Other"	"gold1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Thymus_a"	95.12	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Thymus_b"	92.18	"SOK"	"S1"	"Thymus"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Glandular
(13)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Thyroid_b"	90.31	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	13	"Gland."	92.69
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Glandular
(13)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Thyroid_c"	97.01	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	13	"Gland."	92.69
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Glandular
(13)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Thyroid_d"	95.34	"SOK"	"S1"	"Thyroid"	"Glandular"	"ivory4"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	13	"Gland."	92.69
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"WBC_d"	93.26	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"WBC_e"	97.75	"SOK"	"S1"	"WBC"	"Other"	"pink1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Neuronal
(22)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Whole_Brain_b"	84.68	"SOK"	"S1"	"Whole_Brain"	"Neuronal"	"dodgerblue"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	22	"Neuro."	87.03
"EZH1"	"HsaEX0023612"	"EZH1-ex9"	"Other
(69)"	"chr17:42718454-42718617"	164	"chr17:42720273,42718454-42718617,42713389"	"C3"	"Zygote_a_A"	100	"VLOW"	"S1"	"Zygote"	"Other"	"burlywood1"	"Human"	"exon9"	"x"	"Core"	164	"chr17:42718454-42718617"	NA	"23612"	69	"Other"	93.8
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Adipose_b"	79.35	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Adipose_c"	75.98	"SOK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Adipose_d"	78.18	"OK"	"S1"	"Adipose"	"Glandular"	"ivory3"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Adrenal_b"	67.57	"VLOW"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Adrenal_c"	97.18	"OK"	"S1"	"Adrenal"	"Glandular"	"ivory4"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Amnion"	85.19	"VLOW"	"S1"	"Amnion"	"Other"	"magenta1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Astrocytes"	80	"SOK"	"S1"	"Glia"	"Neuronal"	"deepskyblue2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Bladder_a"	89.95	"SOK"	"S1"	"Bladder"	"Glandular"	"ivory4"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Bone_marrow_a"	69.79	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Bone_marrow_b"	57.78	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Bone_marrow_c"	45.64	"SOK"	"S1"	"Bone_Marrow"	"Other"	"pink1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Glandular
(13)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Breast_a"	40.57	"SOK"	"S1"	"Breast"	"Glandular"	"ivory4"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	13	"Gland."	81.58
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Epithelial
(6)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Breast_Epith_a"	88.99	"SOK"	"S1"	"Breast_Epith"	"Epithelial"	"firebrick1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	6	"Epithe."	84.69
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Cerebellum_a"	100	"OK"	"S1"	"Cerebellum"	"Neuronal"	"dodgerblue"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Cerebellum_c"	83.05	"SOK"	"S1"	"Cerebellum"	"Neuronal"	"dodgerblue"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_293T"	72.5	"SOK"	"S1"	"HEK293T"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_EndoBH1C_a"	86.55	"SOK"	"S1"	"EndoBH1C"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_Gm12878"	75	"SOK"	"S1"	"Gm12878"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_HeLa"	74.76	"SOK"	"S1"	"HeLa"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_K562"	89.2	"SOK"	"S1"	"K562"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_LP1"	70.91	"SOK"	"S1"	"LP1"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_MB231"	86.36	"OK"	"S1"	"MB231"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_MCF7"	81.36	"SOK"	"S1"	"MCF7"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_PNT2"	69.7	"OK"	"S1"	"PNT2"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_SHSY5Y_noRA"	78.29	"SOK"	"S1"	"SHSY5Y"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Cell lines
(11)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"CL_SHSY5Y_RA"	88.62	"SOK"	"S1"	"SHSY5Y"	"Cell lines"	"darkorange1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	11	"Cell lines"	78.29
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Colon_b"	78.12	"OK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Colon_sigmoid"	84.42	"SOK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Colon_transverse"	70.3	"OK"	"S1"	"Colon"	"Other"	"navajowhite2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Cortex"	93.94	"VLOW"	"S1"	"Cortex"	"Neuronal"	"deepskyblue4"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Decidua"	74.36	"VLOW"	"S1"	"Decidua"	"Other"	"magenta1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_2C_a_A"	98.13	"SOK"	"S1"	"Embr_2C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_2C_a_B"	98.47	"SOK"	"S1"	"Embr_2C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_4C_a_A"	99	"SOK"	"S1"	"Embr_4C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_4C_a_B"	97.98	"SOK"	"S1"	"Embr_4C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_4C_a_C"	97.54	"SOK"	"S1"	"Embr_4C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_8C_a_A"	85.93	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_8C_a_B"	100	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_8C_a_C"	79.8	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_8C_a_D"	84.71	"SOK"	"S1"	"Embr_8C"	"Embryonic"	"darkgoldenrod2"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Cortex_13_17wpc"	91.74	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Forebrain_9_12wpc"	90.04	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Forebrain_St13_14"	83.07	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Forebrain_St17_20"	92.62	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Neuronal
(22)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Forebrain_St22_23"	89.95	"SOK"	"S1"	"Embr_Cortex"	"Neuronal"	"deepskyblue1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	22	"Neuro."	89.47
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_ICM_a_A"	76.47	"SOK"	"S1"	"ICM"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Morula_a_A"	79.16	"SOK"	"S1"	"Morula"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Embryonic
(24)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_Morula_a_B"	78.21	"SOK"	"S1"	"Morula"	"Embryonic"	"darkgoldenrod1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	24	"Embryo."	83.055
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_TE_a_A"	60.98	"SOK"	"S1"	"TE"	"Other"	"blanchedalmond"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Other
(69)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"Embr_TE_a_B"	74.69	"SOK"	"S1"	"TE"	"Other"	"blanchedalmond"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	69	"Other"	81.35
"MTF2"	"HsaEX0040463"	"MTF2-ex11"	"Epithelial
(6)"	"chr1:93129278-93129448"	171	"chr1:93127299,93129278-93129448,93133672+93133703"	"S"	"EndothCells"	64.53	"SOK"	"S1"	"EndothCells"	"Epithelial"	"firebrick1"	"Human"	"exon11"	"a"	"PRC2.1"	171	"chr1:93129278-93129448"	NA	"40463"	6	"Epithe."	84.69
